ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Furnished_Status,Floor_No,Total_Floors,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Good_Investment,Property_Age
10999,Bihar,Gaya,Locality_62,Apartment,4,1140,336.61,29527.19298245614,Semi-furnished,24,10,9,6,Medium,Yes,No,"Garden, Gym",North,Builder,Ready_to_Move,0,28
76934,Uttar Pradesh,Lucknow,Locality_391,Apartment,5,4667,186.58,3997.8572959074354,Unfurnished,1,18,4,10,Medium,Yes,Yes,"Clubhouse, Gym",North,Broker,Ready_to_Move,1,4
218795,Kerala,Trivandrum,Locality_446,Villa,5,4129,204.7,4957.616856381691,Furnished,19,20,8,9,Low,No,No,"Gym, Garden, Playground, Clubhouse",East,Owner,Ready_to_Move,1,32
135830,Telangana,Warangal,Locality_272,Independent House,5,1484,132.37,8919.811320754718,Unfurnished,3,14,3,8,Low,No,No,"Playground, Gym, Garden, Pool",North,Broker,Under_Construction,1,16
195479,Assam,Silchar,Locality_287,Villa,2,4549,490.13,10774.455924378984,Furnished,7,26,4,9,High,No,Yes,"Pool, Clubhouse, Gym",South,Builder,Under_Construction,0,10
235008,Kerala,Trivandrum,Locality_274,Villa,3,4250,169.53,3988.9411764705883,Furnished,19,29,5,10,High,Yes,No,"Garden, Gym, Pool, Clubhouse, Playground",West,Owner,Ready_to_Move,1,11
245376,Haryana,Faridabad,Locality_183,Villa,4,3448,216.68,6284.2227378190255,Unfurnished,17,29,8,1,High,Yes,No,Garden,South,Owner,Ready_to_Move,1,3
159066,Karnataka,Mangalore,Locality_73,Independent House,2,1322,55.23,4177.760968229954,Semi-furnished,6,25,3,10,Medium,No,Yes,"Playground, Pool",South,Broker,Ready_to_Move,1,12
11769,Andhra Pradesh,Vishakhapatnam,Locality_333,Apartment,5,4011,451.01,11244.328097731239,Furnished,13,11,8,4,Medium,Yes,No,"Clubhouse, Gym, Playground, Garden, Pool",West,Owner,Under_Construction,0,15
41492,Punjab,Ludhiana,Locality_246,Villa,4,2748,398.62,14505.822416302766,Furnished,6,8,10,2,High,No,No,"Playground, Pool, Clubhouse",South,Owner,Under_Construction,0,13
18919,Kerala,Trivandrum,Locality_372,Villa,3,4094,474.01,11578.163165608206,Unfurnished,18,24,9,8,Low,No,Yes,Garden,South,Broker,Under_Construction,0,15
45427,West Bengal,Durgapur,Locality_422,Apartment,4,1385,326.6,23581.22743682311,Furnished,9,8,9,2,Low,Yes,No,"Pool, Gym",South,Builder,Ready_to_Move,0,32
125907,Uttar Pradesh,Noida,Locality_155,Apartment,2,2591,104.57,4035.8934774218446,Unfurnished,23,4,7,8,Low,Yes,No,Garden,North,Broker,Ready_to_Move,1,2
40523,Delhi,Dwarka,Locality_122,Apartment,1,3038,106.67,3511.191573403555,Semi-furnished,2,19,4,9,Medium,No,No,"Pool, Playground, Clubhouse, Gym",West,Broker,Ready_to_Move,1,13
27508,Odisha,Bhubaneswar,Locality_331,Villa,3,4942,62.56,1265.884257385674,Semi-furnished,8,8,2,10,Low,No,No,"Playground, Garden, Pool",North,Owner,Under_Construction,1,4
188629,Assam,Guwahati,Locality_277,Independent House,1,718,14.57,2029.2479108635098,Unfurnished,23,23,4,10,Medium,Yes,Yes,"Garden, Playground, Pool, Clubhouse",South,Builder,Ready_to_Move,1,26
208410,Maharashtra,Pune,Locality_175,Independent House,4,1676,412.28,24599.045346062052,Unfurnished,24,3,1,8,High,Yes,Yes,"Playground, Gym, Pool",South,Owner,Ready_to_Move,0,14
235847,Assam,Guwahati,Locality_460,Villa,4,3384,384.09,11350.17730496454,Semi-furnished,28,3,4,10,Low,Yes,Yes,"Garden, Clubhouse, Gym, Playground",North,Builder,Ready_to_Move,0,3
36753,Punjab,Ludhiana,Locality_149,Independent House,2,4703,253.4,5388.0501807357,Semi-furnished,27,30,6,3,High,No,No,"Gym, Pool, Clubhouse",East,Builder,Under_Construction,1,11
175319,Maharashtra,Pune,Locality_106,Apartment,2,2477,211.67,8545.41784416633,Unfurnished,2,3,9,3,High,No,Yes,"Garden, Gym, Clubhouse, Playground",West,Owner,Under_Construction,1,3
109110,Assam,Guwahati,Locality_379,Apartment,1,4404,19.06,432.78837420526787,Furnished,1,28,8,2,Medium,No,Yes,"Pool, Playground, Clubhouse",West,Owner,Ready_to_Move,1,4
105536,Karnataka,Mysore,Locality_261,Apartment,5,928,39.92,4301.724137931034,Semi-furnished,0,1,1,2,Low,Yes,Yes,"Garden, Gym",West,Broker,Ready_to_Move,1,35
47828,Andhra Pradesh,Vishakhapatnam,Locality_390,Apartment,1,3845,305.73,7951.365409622887,Unfurnished,15,21,6,8,Medium,No,No,"Gym, Clubhouse, Playground",West,Owner,Ready_to_Move,1,30
144734,Punjab,Ludhiana,Locality_281,Independent House,4,4037,183.84,4553.876641070102,Unfurnished,25,11,9,4,High,Yes,Yes,"Gym, Pool, Garden",West,Owner,Ready_to_Move,1,12
12515,Karnataka,Mysore,Locality_386,Villa,2,1523,147.35,9674.983585029548,Unfurnished,26,30,7,9,Low,Yes,No,"Pool, Gym, Playground, Garden",South,Owner,Ready_to_Move,1,18
68850,Delhi,Dwarka,Locality_372,Independent House,5,1748,241.05,13790.045766590389,Semi-furnished,14,7,1,8,Medium,Yes,Yes,"Garden, Gym",North,Broker,Under_Construction,0,18
105997,Tamil Nadu,Chennai,Locality_293,Villa,5,3911,364.02,9307.593965737664,Unfurnished,25,27,8,9,High,No,Yes,"Pool, Playground, Gym, Garden",West,Owner,Ready_to_Move,1,33
174050,Telangana,Hyderabad,Locality_85,Villa,3,2071,295.42,14264.606470304201,Semi-furnished,18,22,3,7,Medium,No,No,"Clubhouse, Gym, Pool, Playground, Garden",East,Broker,Ready_to_Move,0,29
50691,Madhya Pradesh,Bhopal,Locality_144,Apartment,2,4736,191.67,4047.0861486486488,Furnished,15,1,10,8,Medium,No,No,"Clubhouse, Garden",East,Owner,Under_Construction,1,17
2607,Gujarat,Surat,Locality_231,Apartment,2,3734,340.06,9107.123727905731,Semi-furnished,5,16,6,5,Medium,Yes,Yes,"Clubhouse, Gym",East,Builder,Ready_to_Move,1,20
30764,Uttarakhand,Haridwar,Locality_347,Independent House,1,518,86.53,16704.633204633206,Semi-furnished,9,6,1,4,Low,No,No,"Playground, Pool, Gym",East,Owner,Under_Construction,0,35
119904,Punjab,Ludhiana,Locality_467,Villa,4,2438,143.78,5897.4569319114025,Furnished,0,29,7,4,Low,Yes,No,"Gym, Garden",North,Builder,Ready_to_Move,1,13
95256,Kerala,Kochi,Locality_161,Apartment,1,917,46.88,5112.322791712105,Furnished,6,7,3,5,Low,Yes,No,"Playground, Clubhouse, Pool",South,Owner,Ready_to_Move,1,8
132066,Gujarat,Surat,Locality_396,Apartment,4,4981,11.53,231.47962256574985,Semi-furnished,26,12,9,8,Low,No,No,"Garden, Pool, Clubhouse, Gym",North,Owner,Under_Construction,1,30
23767,Assam,Guwahati,Locality_74,Villa,4,3971,314.78,7926.970536388818,Semi-furnished,12,19,1,2,Medium,No,No,"Pool, Garden",West,Builder,Ready_to_Move,1,3
211819,Haryana,Gurgaon,Locality_304,Independent House,5,4519,257.72,5703.031644169065,Unfurnished,27,18,4,8,High,Yes,Yes,Playground,South,Builder,Ready_to_Move,1,4
173777,Uttar Pradesh,Noida,Locality_315,Villa,5,2529,24.98,987.7421905891657,Unfurnished,30,22,1,8,Medium,Yes,Yes,Playground,West,Broker,Under_Construction,1,33
714,Punjab,Ludhiana,Locality_5,Independent House,5,4359,493.63,11324.386327139253,Furnished,20,19,7,3,High,No,Yes,"Clubhouse, Gym, Garden, Playground",West,Builder,Ready_to_Move,0,9
144767,Telangana,Warangal,Locality_59,Apartment,5,1269,117.41,9252.167060677699,Furnished,9,2,8,4,High,No,No,Gym,South,Broker,Under_Construction,1,28
160381,Gujarat,Ahmedabad,Locality_356,Independent House,1,4569,35.52,777.4130006565989,Semi-furnished,8,27,6,7,High,No,No,"Playground, Garden, Gym",West,Builder,Ready_to_Move,1,18
2864,Telangana,Warangal,Locality_244,Independent House,3,4312,268.33,6222.866419294991,Unfurnished,17,19,1,8,Low,No,No,"Gym, Clubhouse, Garden, Playground, Pool",North,Owner,Ready_to_Move,1,7
113627,Uttar Pradesh,Lucknow,Locality_486,Apartment,3,681,183.23,26906.020558002936,Furnished,5,12,4,2,Low,No,No,Garden,North,Owner,Under_Construction,0,5
68125,Delhi,New Delhi,Locality_129,Apartment,3,3680,403.05,10952.445652173914,Semi-furnished,23,12,4,8,High,No,No,Playground,North,Broker,Ready_to_Move,0,5
1114,Andhra Pradesh,Vijayawada,Locality_102,Independent House,3,1353,11.78,870.6577974870657,Unfurnished,6,1,4,5,High,No,No,Clubhouse,West,Broker,Under_Construction,1,8
69102,Assam,Silchar,Locality_108,Independent House,3,4469,86.22,1929.2906690534796,Furnished,13,13,7,4,High,Yes,Yes,"Pool, Playground, Clubhouse",East,Builder,Ready_to_Move,1,13
27320,Odisha,Cuttack,Locality_142,Villa,2,4183,238.09,5691.8479560124315,Semi-furnished,19,30,3,8,Medium,No,No,"Gym, Playground, Garden, Pool",South,Owner,Under_Construction,1,4
200861,Karnataka,Bangalore,Locality_28,Villa,4,4370,27.73,634.5537757437071,Semi-furnished,22,24,4,1,High,No,Yes,"Gym, Pool",South,Broker,Under_Construction,1,7
163180,Chhattisgarh,Raipur,Locality_203,Apartment,3,1433,364.77,25454.989532449406,Furnished,9,10,7,7,Low,No,No,"Garden, Clubhouse, Pool",West,Broker,Ready_to_Move,0,31
215860,Kerala,Trivandrum,Locality_464,Villa,2,4710,285.13,6053.715498938429,Unfurnished,5,26,1,5,High,Yes,Yes,"Gym, Pool, Garden, Clubhouse, Playground",East,Builder,Ready_to_Move,1,24
18765,Odisha,Bhubaneswar,Locality_464,Apartment,1,2782,140.42,5047.44787922358,Unfurnished,19,20,9,2,High,Yes,No,"Garden, Gym",North,Owner,Ready_to_Move,1,4
30997,Uttar Pradesh,Lucknow,Locality_396,Villa,5,3638,118.96,3269.9285321605275,Semi-furnished,0,26,5,9,Medium,Yes,Yes,"Pool, Garden, Clubhouse, Gym, Playground",West,Owner,Ready_to_Move,1,28
214845,Haryana,Gurgaon,Locality_213,Villa,5,2383,52.96,2222.408728493496,Unfurnished,15,22,7,1,High,No,Yes,"Pool, Clubhouse, Playground, Gym",East,Owner,Under_Construction,1,27
148987,Punjab,Ludhiana,Locality_156,Independent House,4,2623,480.73,18327.48760960732,Furnished,29,23,10,8,Medium,No,Yes,"Pool, Clubhouse, Gym, Garden, Playground",West,Owner,Ready_to_Move,0,18
209243,Karnataka,Mysore,Locality_340,Apartment,1,2371,30.5,1286.377056094475,Semi-furnished,22,23,2,4,Low,No,No,Playground,North,Owner,Under_Construction,1,31
149653,Andhra Pradesh,Vishakhapatnam,Locality_336,Apartment,4,3285,214.3,6523.59208523592,Unfurnished,29,1,2,1,High,No,Yes,Clubhouse,South,Owner,Under_Construction,1,35
230925,West Bengal,Durgapur,Locality_195,Independent House,1,3557,119.25,3352.544278886702,Unfurnished,23,20,2,6,Low,No,Yes,"Garden, Gym, Pool, Clubhouse, Playground",North,Broker,Ready_to_Move,1,14
76286,Telangana,Warangal,Locality_203,Villa,1,3935,274.41,6973.5705209656935,Semi-furnished,20,14,1,1,Medium,Yes,No,"Garden, Gym, Playground, Pool",West,Owner,Ready_to_Move,1,12
198584,Chhattisgarh,Raipur,Locality_365,Villa,1,2763,415.37,15033.297140788998,Semi-furnished,27,27,3,8,High,No,Yes,"Gym, Playground, Garden",West,Owner,Under_Construction,0,21
52232,Gujarat,Surat,Locality_302,Independent House,5,552,129.01,23371.376811594204,Furnished,7,22,4,2,Medium,Yes,Yes,"Gym, Playground",South,Broker,Under_Construction,0,30
108593,Tamil Nadu,Coimbatore,Locality_439,Apartment,4,3621,11.67,322.28666114333055,Semi-furnished,25,28,6,10,Medium,Yes,Yes,"Gym, Playground, Pool",West,Broker,Ready_to_Move,1,32
248976,Assam,Guwahati,Locality_408,Apartment,3,2519,219.73,8722.905915045652,Furnished,28,14,6,1,Medium,No,No,"Playground, Pool",North,Builder,Under_Construction,1,11
14730,Gujarat,Surat,Locality_70,Independent House,5,3437,456.43,13279.895257491999,Furnished,30,2,10,6,Medium,Yes,Yes,Clubhouse,North,Broker,Under_Construction,0,16
229938,Uttarakhand,Haridwar,Locality_6,Independent House,3,4005,332.18,8294.132334581773,Semi-furnished,4,30,5,7,Low,No,No,Clubhouse,North,Builder,Under_Construction,1,8
49067,Assam,Silchar,Locality_116,Apartment,4,3563,33.07,928.1504350266629,Semi-furnished,13,28,7,1,High,No,Yes,Gym,West,Owner,Under_Construction,1,26
188511,West Bengal,Durgapur,Locality_225,Apartment,1,2837,490.34,17283.750440606273,Semi-furnished,8,28,3,1,Medium,No,No,"Gym, Clubhouse, Garden, Pool, Playground",South,Broker,Ready_to_Move,0,28
208355,Gujarat,Ahmedabad,Locality_463,Villa,5,3355,21.43,638.7481371087929,Unfurnished,8,22,9,8,High,Yes,Yes,"Garden, Gym",North,Builder,Ready_to_Move,1,5
208850,Gujarat,Ahmedabad,Locality_81,Villa,5,1196,272.02,22744.147157190637,Semi-furnished,30,9,10,9,Low,Yes,Yes,"Gym, Pool, Garden",South,Owner,Ready_to_Move,0,26
105420,Punjab,Amritsar,Locality_227,Apartment,2,4095,418.92,10230.03663003663,Unfurnished,19,27,10,1,Low,Yes,Yes,Pool,West,Builder,Under_Construction,0,21
188579,Gujarat,Surat,Locality_424,Apartment,2,2041,50.59,2478.686918177364,Furnished,27,4,3,3,Medium,Yes,Yes,"Garden, Playground, Gym, Pool, Clubhouse",North,Builder,Under_Construction,1,28
212981,Haryana,Gurgaon,Locality_306,Apartment,4,2132,315.5,14798.311444652909,Semi-furnished,19,30,10,5,Low,Yes,No,"Gym, Garden",East,Owner,Under_Construction,0,33
233674,Uttarakhand,Dehradun,Locality_361,Independent House,2,888,234.35,26390.765765765766,Unfurnished,0,4,8,2,Medium,Yes,Yes,"Playground, Clubhouse",West,Builder,Under_Construction,0,10
881,Kerala,Trivandrum,Locality_313,Independent House,3,2196,379.61,17286.429872495446,Furnished,7,30,5,10,High,No,No,"Pool, Gym, Garden, Playground",North,Broker,Ready_to_Move,0,29
8633,Chhattisgarh,Bilaspur,Locality_1,Villa,4,4375,166.04,3795.2,Semi-furnished,16,2,1,9,High,Yes,No,Gym,North,Owner,Ready_to_Move,1,32
14067,Delhi,Dwarka,Locality_379,Villa,5,1826,213.64,11699.890470974808,Unfurnished,23,28,3,6,High,No,No,"Pool, Gym, Clubhouse, Garden, Playground",North,Broker,Under_Construction,0,10
142510,Odisha,Bhubaneswar,Locality_340,Independent House,4,3906,292.09,7477.982590885816,Unfurnished,8,9,6,5,Medium,No,No,"Pool, Clubhouse, Garden, Playground, Gym",West,Builder,Under_Construction,1,34
139599,Maharashtra,Nagpur,Locality_116,Villa,4,3655,15.11,413.406292749658,Furnished,6,24,5,10,Medium,No,Yes,"Playground, Gym",East,Owner,Ready_to_Move,1,15
243622,Telangana,Hyderabad,Locality_343,Independent House,5,4916,229.39,4666.192026037429,Unfurnished,2,11,3,1,Medium,No,No,"Clubhouse, Playground, Pool",South,Broker,Under_Construction,1,16
93039,Bihar,Patna,Locality_388,Villa,4,1171,347.7,29692.57045260461,Semi-furnished,11,10,3,8,Low,No,No,"Pool, Gym, Clubhouse, Garden",East,Builder,Ready_to_Move,0,7
210484,Uttar Pradesh,Lucknow,Locality_137,Apartment,3,937,166.15,17732.12379935966,Unfurnished,0,6,10,3,High,Yes,Yes,"Playground, Clubhouse, Garden",East,Builder,Under_Construction,0,17
71441,Jharkhand,Ranchi,Locality_497,Apartment,5,2978,352.9,11850.235057085292,Furnished,27,9,3,10,Medium,Yes,No,"Clubhouse, Gym, Playground",South,Owner,Under_Construction,0,17
75782,Delhi,New Delhi,Locality_485,Villa,3,4171,97.04,2326.5403979860944,Unfurnished,23,19,7,6,Low,Yes,Yes,"Clubhouse, Playground, Gym, Pool",West,Builder,Under_Construction,1,5
150341,Karnataka,Mangalore,Locality_11,Villa,1,1393,337.49,24227.5664034458,Furnished,27,15,9,5,Medium,No,Yes,"Pool, Gym, Garden, Playground",North,Builder,Ready_to_Move,0,25
145538,Punjab,Amritsar,Locality_60,Independent House,2,1256,122.48,9751.592356687897,Semi-furnished,24,8,9,4,Medium,No,No,"Garden, Gym, Pool",South,Broker,Ready_to_Move,0,26
168498,Uttarakhand,Dehradun,Locality_168,Apartment,3,3095,154.68,4997.738287560582,Semi-furnished,6,10,7,7,Low,No,Yes,"Playground, Gym, Pool, Clubhouse, Garden",South,Owner,Under_Construction,1,31
222280,Assam,Silchar,Locality_356,Villa,5,1888,203.77,10792.902542372882,Semi-furnished,29,14,4,6,Medium,Yes,No,"Garden, Gym, Pool, Playground",East,Broker,Under_Construction,0,18
150933,Rajasthan,Jodhpur,Locality_152,Apartment,2,4087,342.23,8373.623684854416,Semi-furnished,17,15,8,5,Medium,No,Yes,Gym,South,Owner,Ready_to_Move,1,20
20268,Delhi,Dwarka,Locality_376,Villa,5,1952,467.58,23953.89344262295,Furnished,9,4,5,1,High,Yes,Yes,Pool,South,Owner,Under_Construction,0,10
4680,Gujarat,Ahmedabad,Locality_137,Villa,3,2987,309.53,10362.571141613658,Semi-furnished,24,25,8,7,Low,Yes,Yes,"Playground, Garden, Pool, Gym",East,Broker,Under_Construction,0,16
12688,Haryana,Gurgaon,Locality_215,Villa,4,2765,80.58,2914.285714285714,Unfurnished,24,21,1,3,Low,No,Yes,"Garden, Pool, Clubhouse",West,Broker,Ready_to_Move,1,32
146979,Chhattisgarh,Raipur,Locality_253,Villa,1,4386,386.19,8805.061559507523,Semi-furnished,28,3,6,5,Low,Yes,Yes,Pool,West,Owner,Under_Construction,1,16
39457,Odisha,Bhubaneswar,Locality_332,Villa,5,704,84.79,12044.03409090909,Furnished,23,28,9,3,Low,Yes,No,"Clubhouse, Garden",South,Broker,Ready_to_Move,0,32
227658,Madhya Pradesh,Indore,Locality_260,Apartment,4,2118,163.84,7735.5996222851745,Unfurnished,18,4,6,5,Low,No,No,"Gym, Garden, Pool, Playground",North,Builder,Under_Construction,1,25
103598,Maharashtra,Mumbai,Locality_308,Independent House,4,962,206.59,21475.051975051974,Unfurnished,2,5,6,3,Low,Yes,No,"Garden, Gym",East,Builder,Ready_to_Move,0,3
180589,Jharkhand,Ranchi,Locality_155,Apartment,1,1580,36.26,2294.9367088607596,Semi-furnished,20,14,8,2,Medium,Yes,Yes,"Playground, Garden",West,Builder,Ready_to_Move,1,11
52079,Bihar,Patna,Locality_199,Villa,2,4657,211.91,4550.35430534679,Semi-furnished,1,21,1,1,High,No,Yes,"Gym, Pool, Clubhouse, Garden, Playground",South,Broker,Under_Construction,1,20
11766,Punjab,Amritsar,Locality_86,Villa,3,1780,452.09,25398.314606741573,Furnished,4,16,10,4,Low,Yes,Yes,Clubhouse,South,Broker,Ready_to_Move,0,30
57360,Assam,Silchar,Locality_408,Independent House,1,2657,489.25,18413.624388407978,Unfurnished,13,13,7,1,Low,No,Yes,"Gym, Garden, Clubhouse, Playground",South,Broker,Ready_to_Move,0,2
71719,Assam,Guwahati,Locality_243,Independent House,3,1318,201.91,15319.423368740516,Furnished,23,7,7,10,High,Yes,No,Clubhouse,North,Broker,Under_Construction,0,15
173466,Haryana,Gurgaon,Locality_8,Apartment,4,2530,52.57,2077.8656126482215,Unfurnished,8,16,2,1,Low,No,Yes,"Pool, Gym, Garden, Clubhouse, Playground",South,Owner,Ready_to_Move,1,33
222991,Jharkhand,Ranchi,Locality_358,Apartment,3,4684,172.01,3672.288642186166,Semi-furnished,27,21,2,2,High,Yes,No,"Garden, Clubhouse, Playground, Pool",North,Owner,Ready_to_Move,1,14
85264,Maharashtra,Nagpur,Locality_9,Independent House,1,3268,66.57,2037.0257037943693,Furnished,3,17,9,1,Low,No,No,"Playground, Clubhouse, Gym",South,Broker,Under_Construction,1,20
224960,Tamil Nadu,Coimbatore,Locality_392,Independent House,3,4041,36.56,904.726552833457,Semi-furnished,19,27,8,2,Low,Yes,Yes,"Garden, Playground, Clubhouse",West,Builder,Ready_to_Move,1,20
51013,Jharkhand,Ranchi,Locality_348,Villa,4,2989,98.86,3307.46068919371,Furnished,22,6,9,10,Medium,No,Yes,"Clubhouse, Pool, Garden, Playground, Gym",North,Broker,Ready_to_Move,1,13
201893,Haryana,Gurgaon,Locality_96,Independent House,3,4357,291.92,6700.022951572183,Unfurnished,7,5,7,1,Medium,No,Yes,"Gym, Clubhouse, Pool, Garden",East,Builder,Under_Construction,1,9
71639,Uttarakhand,Haridwar,Locality_421,Apartment,2,3962,340.69,8598.939929328622,Semi-furnished,8,2,10,7,Low,Yes,Yes,"Clubhouse, Garden, Playground, Pool, Gym",North,Broker,Ready_to_Move,1,9
193999,Tamil Nadu,Coimbatore,Locality_127,Independent House,4,1625,233.3,14356.923076923076,Semi-furnished,2,16,7,2,Medium,Yes,No,"Playground, Gym, Garden, Pool, Clubhouse",North,Builder,Under_Construction,0,30
21709,Uttar Pradesh,Lucknow,Locality_274,Apartment,2,4447,249.81,5617.494940409265,Unfurnished,9,21,10,7,Medium,No,No,Clubhouse,South,Owner,Under_Construction,1,12
135787,Bihar,Gaya,Locality_202,Independent House,4,3755,323.37,8611.717709720373,Furnished,2,22,4,1,Medium,Yes,No,"Garden, Playground, Pool, Gym",East,Broker,Ready_to_Move,1,3
36658,Madhya Pradesh,Indore,Locality_364,Independent House,4,579,150.5,25993.091537132987,Semi-furnished,15,11,2,1,High,No,No,"Clubhouse, Playground, Gym, Pool",East,Builder,Under_Construction,0,24
199344,Assam,Guwahati,Locality_341,Villa,3,1054,141.38,13413.662239089184,Semi-furnished,10,24,8,6,Medium,Yes,No,"Clubhouse, Pool",South,Builder,Ready_to_Move,0,13
53825,Kerala,Trivandrum,Locality_64,Apartment,5,4622,188.35,4075.075724794461,Unfurnished,1,13,7,5,High,Yes,Yes,Garden,North,Builder,Ready_to_Move,1,8
20617,Telangana,Warangal,Locality_260,Independent House,2,1886,82.61,4380.16967126193,Semi-furnished,6,18,4,1,Medium,Yes,No,"Pool, Garden, Gym, Clubhouse, Playground",North,Owner,Under_Construction,1,34
91999,West Bengal,Durgapur,Locality_83,Apartment,4,2381,129.47,5437.631247375052,Semi-furnished,21,29,4,7,Medium,No,No,"Garden, Clubhouse, Pool",South,Broker,Under_Construction,1,23
24652,Maharashtra,Nagpur,Locality_333,Independent House,2,2796,337.29,12063.304721030043,Semi-furnished,0,2,1,5,High,No,No,"Clubhouse, Pool, Playground, Gym",North,Broker,Under_Construction,0,20
69483,Andhra Pradesh,Vijayawada,Locality_188,Independent House,2,840,86.34,10278.57142857143,Unfurnished,10,14,4,7,Low,Yes,No,"Playground, Gym",South,Builder,Under_Construction,1,17
65220,Gujarat,Ahmedabad,Locality_188,Independent House,3,4992,280.58,5620.592948717948,Furnished,2,2,7,4,Low,Yes,Yes,"Pool, Gym, Garden, Playground",West,Owner,Under_Construction,1,17
205186,Tamil Nadu,Coimbatore,Locality_486,Apartment,1,3916,407.73,10411.899897854953,Unfurnished,1,3,4,7,Low,No,Yes,"Gym, Garden, Playground",North,Builder,Ready_to_Move,1,32
171857,Bihar,Patna,Locality_367,Apartment,5,1690,29.0,1715.9763313609467,Semi-furnished,25,30,4,2,Low,Yes,Yes,"Playground, Garden",East,Builder,Ready_to_Move,1,11
153085,West Bengal,Durgapur,Locality_357,Apartment,1,4044,233.85,5782.640949554896,Unfurnished,24,13,5,4,High,Yes,No,"Garden, Playground",South,Owner,Under_Construction,1,21
248935,Odisha,Bhubaneswar,Locality_32,Villa,1,2319,417.43,18000.4312203536,Unfurnished,27,5,4,3,Low,No,Yes,"Clubhouse, Playground, Garden, Gym",West,Builder,Under_Construction,0,14
27740,Karnataka,Mysore,Locality_384,Independent House,3,2453,199.78,8144.313086017122,Unfurnished,7,12,2,4,Low,No,Yes,"Clubhouse, Playground, Gym, Garden, Pool",West,Broker,Under_Construction,1,6
198083,Assam,Guwahati,Locality_232,Villa,2,2929,271.31,9262.888357801297,Furnished,16,19,7,5,Low,No,Yes,"Playground, Pool",North,Broker,Under_Construction,1,20
99691,Gujarat,Ahmedabad,Locality_265,Villa,1,1014,202.55,19975.34516765286,Unfurnished,19,15,8,8,High,No,No,Pool,West,Builder,Under_Construction,0,30
148859,Bihar,Patna,Locality_50,Independent House,1,2255,170.31,7552.549889135255,Semi-furnished,6,6,1,8,Low,No,Yes,"Clubhouse, Playground, Gym",West,Owner,Ready_to_Move,1,13
112709,Punjab,Ludhiana,Locality_391,Villa,1,4463,86.17,1930.7640600492941,Semi-furnished,5,13,6,2,Low,Yes,Yes,Gym,East,Broker,Under_Construction,1,19
165177,Uttarakhand,Dehradun,Locality_368,Villa,5,4257,29.9,702.3725628376791,Semi-furnished,23,12,5,1,Medium,No,No,"Clubhouse, Playground, Gym, Pool, Garden",North,Builder,Under_Construction,1,22
220578,Gujarat,Ahmedabad,Locality_472,Villa,1,2946,68.69,2331.6361167684995,Semi-furnished,5,18,3,2,Medium,Yes,Yes,Pool,West,Owner,Ready_to_Move,1,14
15472,Madhya Pradesh,Bhopal,Locality_29,Villa,4,4709,118.93,2525.5892970906775,Unfurnished,15,30,1,7,Medium,No,Yes,"Clubhouse, Garden, Pool",West,Broker,Under_Construction,1,33
137719,Bihar,Gaya,Locality_400,Villa,3,1237,325.53,26316.08730800323,Unfurnished,10,23,7,6,Low,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",West,Broker,Under_Construction,0,16
149443,Tamil Nadu,Coimbatore,Locality_82,Villa,5,3085,293.95,9528.363047001621,Furnished,2,7,10,4,Medium,Yes,Yes,"Garden, Pool, Playground",West,Owner,Ready_to_Move,1,25
176080,Uttar Pradesh,Lucknow,Locality_134,Independent House,5,1555,260.32,16740.836012861735,Unfurnished,22,16,8,2,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Playground",East,Builder,Under_Construction,0,5
161084,Uttar Pradesh,Noida,Locality_164,Apartment,2,2570,370.14,14402.334630350195,Unfurnished,17,8,2,9,Medium,No,No,"Pool, Clubhouse, Gym, Playground",East,Builder,Under_Construction,0,6
120163,Odisha,Bhubaneswar,Locality_180,Villa,3,3836,409.83,10683.785192909281,Unfurnished,20,20,3,6,High,No,No,"Garden, Playground",South,Broker,Ready_to_Move,0,7
192811,Andhra Pradesh,Vijayawada,Locality_197,Villa,3,3815,294.0,7706.422018348624,Semi-furnished,6,17,6,7,Low,Yes,No,"Gym, Garden, Playground, Pool, Clubhouse",South,Owner,Ready_to_Move,1,30
36240,Odisha,Bhubaneswar,Locality_242,Villa,5,2184,290.04,13280.219780219782,Unfurnished,29,15,1,7,Medium,Yes,No,"Garden, Pool",South,Broker,Ready_to_Move,0,30
131581,Jharkhand,Jamshedpur,Locality_374,Villa,1,4724,101.16,2141.405588484335,Furnished,1,7,7,1,High,No,Yes,"Gym, Pool, Clubhouse, Playground, Garden",West,Broker,Under_Construction,1,17
102978,Telangana,Warangal,Locality_425,Apartment,3,2767,301.27,10887.965305384894,Furnished,17,1,3,2,Medium,Yes,Yes,"Pool, Playground",East,Builder,Ready_to_Move,0,8
240308,Karnataka,Bangalore,Locality_275,Independent House,1,3904,184.49,4725.665983606557,Furnished,18,29,9,4,Low,No,No,"Gym, Clubhouse, Garden, Pool, Playground",North,Builder,Ready_to_Move,1,3
237368,Delhi,Dwarka,Locality_265,Independent House,3,3483,360.27,10343.669250645995,Semi-furnished,19,18,5,2,Low,No,No,"Garden, Clubhouse",South,Builder,Ready_to_Move,0,23
